,CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
2661477,JMUK GROUP HOLDINGS LTD,15466977,,,27 FAIRFIELDS WAY,ASTON,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S26 2HB,Private Limited Company,Active,United Kingdom,,05/02/2024,29.0,2.0,05/11/2025,,NO ACCOUNTS FILED,05/03/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15466977,,,,,,,,,,,,,,,,,,,,,18/02/2025,
2661576,JMW COMMERCIAL LTD,12561468,,,54 COWLISHAW ROAD,,SHEFFIELD,,ENGLAND,S11 8XF,Private Limited Company,Active,United Kingdom,,17/04/2020,30.0,4.0,31/01/2025,30/04/2023,DORMANT,15/05/2021,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/12561468,,,,,,,,,,,,,,,,,,,,,30/04/2025,16/04/2024
2661697,JMX SERVICES LTD,14284349,,,"FLAT,",1 EAST PARADE,SHEFFIELD,,ENGLAND,S1 2ET,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,09/08/2022,31.0,8.0,31/05/2025,31/08/2023,MICRO ENTITY,06/09/2023,,0,0,0,0,56210 - Event catering activities,56290 - Other food services,,,0,0,http://business.data.gov.uk/id/company/14284349,,,,,,,,,,,,,,,,,,,,,22/08/2024,08/08/2023
2661714,JMY PROPERTY MANAGEMENT LTD,11260670,,,5 WESTBROOK COURT,SHARROWVALE ROAD,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S11 8YZ,Private Limited Company,Active,United Kingdom,,16/03/2018,31.0,3.0,31/12/2024,31/03/2023,DORMANT,13/04/2019,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/11260670,,,,,,,,,,,,,,,,,,,,,29/03/2025,15/03/2024
2661822,JN DEXIGNS LIMITED,15681422,,,449 ABBEYDALE ROAD,,SHEFFIELD,,ENGLAND,S7 1FS,Private Limited Company,Active,United Kingdom,,26/04/2024,30.0,4.0,26/01/2026,,NO ACCOUNTS FILED,24/05/2025,,0,0,0,0,74100 - specialised design activities,,,,0,0,http://business.data.gov.uk/id/company/15681422,,,,,,,,,,,,,,,,,,,,,09/05/2025,
2661965,JN SPORTS LTD,13430541,,,5 BARNCLIFFE ROAD,,SHEFFIELD,,ENGLAND,S10 4DF,Private Limited Company,Active,United Kingdom,,01/06/2021,30.0,6.0,31/03/2025,30/06/2023,TOTAL EXEMPTION FULL,29/06/2022,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/13430541,,,,,,,,,,,,,,,,,,,,,14/06/2025,31/05/2024
2662110,JNB MEDIA LIMITED,14945387,,,16 ELLERTON ROAD,,SHEFFIELD,,UNITED KINGDOM,S5 6UG,Private Limited Company,Active,United Kingdom,,19/06/2023,30.0,6.0,31/03/2026,30/06/2024,UNAUDITED ABRIDGED,17/07/2024,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14945387,,,,,,,,,,,,,,,,,,,,,02/07/2025,18/06/2024
2662334,JNG CREATIVE LTD,10401333,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PA,Private Limited Company,Active,United Kingdom,,29/09/2016,30.0,9.0,30/06/2025,30/09/2023,MICRO ENTITY,27/10/2017,,0,0,0,0,74100 - specialised design activities,,,,0,0,http://business.data.gov.uk/id/company/10401333,,,,,,,,,,,,,,,,,,,,,12/10/2025,28/09/2024
2662423,JNJ BRICKLAYING LIMITED,04178160,,,36 NORTON AVENUE,,SHEFFIELD,,ENGLAND,S12 2LB,Private Limited Company,Active,United Kingdom,,13/03/2001,31.0,3.0,31/12/2025,31/03/2024,TOTAL EXEMPTION FULL,12/05/2017,14/04/2016,0,0,0,0,41202 - Construction of domestic buildings,,,,0,0,http://business.data.gov.uk/id/company/04178160,,,,,,,,,,,,,,,,,,,,,28/04/2025,14/04/2024
2662582,JNLNAT&CO PVT LTD,14267538,,,18 CURLEW AVENUE,ECKINGTON,SHEFFIELD,,ENGLAND,S21 4HR,Private Limited Company,Active,United Kingdom,,01/08/2022,31.0,8.0,31/05/2025,31/08/2023,MICRO ENTITY,29/08/2023,,0,0,0,0,46900 - Non-specialised wholesale trade,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,,0,0,http://business.data.gov.uk/id/company/14267538,,,,,,,,,,,,,,,,,,,,,14/08/2025,31/07/2024
2662635,JNM SCAFFOLDING LTD,13639252,,,13 CARR FORGE LANE,,SHEFFIELD,,ENGLAND,S12 4FB,Private Limited Company,Active,United Kingdom,,23/09/2021,30.0,9.0,30/06/2025,30/09/2023,TOTAL EXEMPTION FULL,21/10/2022,,0,0,0,0,43991 - Scaffold erection,,,,0,0,http://business.data.gov.uk/id/company/13639252,,,,,,,,,,,,,,,,,,,,,06/10/2025,22/09/2024
2662657,JNN LOCUM LTD,10922746,,,29 HORNDEAN ROAD,,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S5 6UJ,Private Limited Company,Active,United Kingdom,,18/08/2017,31.0,8.0,31/05/2026,31/08/2024,MICRO ENTITY,15/09/2018,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/10922746,,,,,,,,,,,,,,,,,,,,,31/08/2025,17/08/2024
2662693,JNP ACCOUNTANCY SERVICES LTD,08437165,,,82 FURNISS AVENUE,,SHEFFIELD,,ENGLAND,S17 3QP,Private Limited Company,Active,United Kingdom,,08/03/2013,31.0,3.0,31/12/2025,31/03/2024,MICRO ENTITY,05/04/2017,08/03/2016,0,0,0,0,69201 - Accounting and auditing activities,,,,0,0,http://business.data.gov.uk/id/company/08437165,04/02/2019,JNP CONSULTANCY LIMITED,,,,,,,,,,,,,,,,,,,22/03/2025,08/03/2024
2662978,JNT DIY & TRADE SUPPLIES LTD,14205943,,,29 EAST STREET EAST STREET,RENISHAW,SHEFFIELD,,ENGLAND,S21 3UJ,Private Limited Company,Active,United Kingdom,,30/06/2022,30.0,6.0,31/03/2025,30/06/2023,DORMANT,28/07/2023,,0,0,0,0,"46740 - Wholesale of hardware, plumbing and heating equipment and supplies",47910 - Retail sale via mail order houses or via Internet,,,0,0,http://business.data.gov.uk/id/company/14205943,,,,,,,,,,,,,,,,,,,,,13/07/2025,29/06/2024
2663447,JO MEADOWS NUTRITION LIMITED,12197551,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PA,Private Limited Company,Active,United Kingdom,,09/09/2019,30.0,9.0,30/06/2025,30/09/2023,MICRO ENTITY,07/10/2020,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/12197551,,,,,,,,,,,,,,,,,,,,,22/09/2025,08/09/2024
2663448,JO MEDIA LTD,13429556,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,UNITED KINGDOM,S11 9PA,Private Limited Company,Active,United Kingdom,,31/05/2021,31.0,5.0,28/02/2025,31/05/2023,MICRO ENTITY,28/06/2022,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/13429556,,,,,,,,,,,,,,,,,,,,,13/06/2025,30/05/2024
2663507,JO PEEL STUDIO LTD,15634850,,,STUDIO 5 YORKSHIRE ARTSPACE,21 BROWN STREET,SHEFFIELD,,ENGLAND,S1 2BS,Private Limited Company,Active,United Kingdom,,10/04/2024,30.0,4.0,10/01/2026,,NO ACCOUNTS FILED,08/05/2025,,0,0,0,0,90030 - Artistic creation,,,,0,0,http://business.data.gov.uk/id/company/15634850,,,,,,,,,,,,,,,,,,,,,23/04/2025,
2663924,JOAN PETTINGILL CONSULTING LIMITED,12892476,,,CHARLOTTE HOUSE,500 CHARLOTTE ROAD,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S2 4ER,Private Limited Company,Active,United Kingdom,,21/09/2020,30.0,9.0,30/06/2025,30/09/2023,TOTAL EXEMPTION FULL,19/10/2021,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/12892476,,,,,,,,,,,,,,,,,,,,,04/10/2025,20/09/2024
2663997,JOANNA 2 LTD,15621574,,,290-296 SOUTH ROAD,,SHEFFIELD,,ENGLAND,S6 3TE,Private Limited Company,Active,United Kingdom,,06/04/2024,30.0,4.0,06/01/2026,,NO ACCOUNTS FILED,04/05/2025,,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/15621574,,,,,,,,,,,,,,,,,,,,,19/04/2025,
2664052,JOANNA GRACE LTD,09983594,,,132 HANGINGWATER ROAD,,SHEFFIELD,,ENGLAND,S11 7ES,Private Limited Company,Active,United Kingdom,,02/02/2016,29.0,2.0,30/11/2024,28/02/2023,MICRO ENTITY,02/03/2017,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/09983594,,,,,,,,,,,,,,,,,,,,,21/09/2025,07/09/2024
2664105,JOANNA LOUISE BEAUTY SALON LIMITED,10025858,,,"32 WALSEKER LANE, WOODALL HARTHILL",,SHEFFIELD,,ENGLAND,S26 7YJ,Private Limited Company,Active,United Kingdom,,25/02/2016,29.0,2.0,30/11/2024,28/02/2023,MICRO ENTITY,25/03/2017,,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/10025858,,,,,,,,,,,,,,,,,,,,,13/02/2025,30/01/2024
2664135,JOANNA PINDER LIMITED,04962805,,,264 MEADOWHEAD,,SHEFFIELD,,,S8 7UH,Private Limited Company,Active,United Kingdom,,13/11/2003,30.0,11.0,31/08/2025,30/11/2023,MICRO ENTITY,11/12/2016,13/11/2015,0,0,0,0,86220 - Specialists medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/04962805,,,,,,,,,,,,,,,,,,,,,27/11/2025,13/11/2024
2664558,JOB DRIVE LTD,16106043,,,THE BALANCE 7TH FLOOR,2 PINFOLD STREET,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S1 2GU,Private Limited Company,Active,United Kingdom,,27/11/2024,30.0,11.0,27/08/2026,,NO ACCOUNTS FILED,25/12/2025,,0,0,0,0,78109 - Other activities of employment placement agencies,,,,0,0,http://business.data.gov.uk/id/company/16106043,,,,,,,,,,,,,,,,,,,,,10/12/2025,
2664744,JOBBAR ELEGANTIT LTD,14698333,,,20 WOOLDALE GARDENS,OWLTHORPE,SHEFFIELD,,ENGLAND,S20 6TB,Private Limited Company,Active,United Kingdom,,01/03/2023,31.0,3.0,01/12/2024,,NO ACCOUNTS FILED,29/03/2024,,0,0,0,0,46900 - Non-specialised wholesale trade,47190 - Other retail sale in non-specialised stores,82990 - Other business support service activities n.e.c.,96090 - Other service activities n.e.c.,0,0,http://business.data.gov.uk/id/company/14698333,,,,,,,,,,,,,,,,,,,,,11/04/2025,28/03/2024
2665636,JOBSHARE WORKS LTD,15644596,,,3 TOFTWOOD AVE,,SHEFFIELD,,UNITED KINGDOM,S10 1SH,Private Limited Company,Active,United Kingdom,,14/04/2024,30.0,4.0,14/01/2026,,NO ACCOUNTS FILED,12/05/2025,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/15644596,,,,,,,,,,,,,,,,,,,,,27/04/2025,
2666093,JODAZ LTD,14711060,,,5 JOHN HIBBARD RISE,WOODHOUSE,SHEFFIELD,,ENGLAND,S13 9UX,Private Limited Company,Active,United Kingdom,,07/03/2023,31.0,3.0,31/12/2025,31/03/2024,MICRO ENTITY,04/04/2024,,0,0,0,0,41100 - Development of building projects,68100 - Buying and selling of own real estate,68201 - Renting and operating of Housing Association real estate,68209 - Other letting and operating of own or leased real estate,0,0,http://business.data.gov.uk/id/company/14711060,,,,,,,,,,,,,,,,,,,,,30/03/2025,16/03/2024
2666094,JODAZ MEDIA LTD,15534264,,,5 JOHN HIBBARD RISE,WOODHOUSE,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S13 9UX,Private Limited Company,Active,United Kingdom,,01/03/2024,31.0,3.0,01/12/2025,,NO ACCOUNTS FILED,29/03/2025,,0,0,0,0,59111 - Motion picture production activities,59131 - Motion picture distribution activities,,,0,0,http://business.data.gov.uk/id/company/15534264,,,,,,,,,,,,,,,,,,,,,14/03/2025,
2666179,JODIE ANN PHOTOGRAPHY LTD,14242952,,,FLAT 1A STERLING HOUSE,56 WISEWOOD LANE,SHEFFIELD,,ENGLAND,S6 4WA,Private Limited Company,Active,United Kingdom,,19/07/2022,31.0,7.0,30/04/2025,31/07/2023,DORMANT,16/08/2023,,0,0,0,0,74202 - Other specialist photography,,,,0,0,http://business.data.gov.uk/id/company/14242952,,,,,,,,,,,,,,,,,,,,,01/05/2025,17/04/2024
2666749,JOE MATTOCK COACHING SERVICES LTD,15598492,,,40 WHITEBEAM CLOSE,WHARNCLIFFE SIDE,SHEFFIELD,,ENGLAND,S35 0BQ,Private Limited Company,Active,United Kingdom,,27/03/2024,31.0,3.0,27/12/2025,,NO ACCOUNTS FILED,24/04/2025,,0,0,0,0,85510 - Sports and recreation education,,,,0,0,http://business.data.gov.uk/id/company/15598492,,,,,,,,,,,,,,,,,,,,,09/04/2025,
2666785,JOE MORTIMER DESIGN LIMITED,09360936,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PA,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,18/12/2014,31.0,12.0,30/09/2024,31/12/2022,MICRO ENTITY,15/01/2017,18/12/2015,0,0,0,0,74100 - specialised design activities,,,,0,0,http://business.data.gov.uk/id/company/09360936,,,,,,,,,,,,,,,,,,,,,01/01/2025,18/12/2023
2666905,JOE SIMPSON LIMITED,03624116,J S BETHELL & CO,,70 CLARKEHOUSE ROAD,,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S10 2LJ,Private Limited Company,Active,United Kingdom,,01/09/1998,31.0,3.0,31/12/2025,31/03/2024,UNAUDITED ABRIDGED,29/09/2016,01/09/2015,1,1,0,0,58190 - Other publishing activities,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id/company/03624116,,,,,,,,,,,,,,,,,,,,,15/09/2025,01/09/2024
2667111,JOEBABS LIMITED,14294530,,,29 NORGREAVE WAY,HALFWAY,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S20 4TL,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,14/08/2022,31.0,8.0,31/05/2025,31/08/2023,MICRO ENTITY,11/09/2023,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14294530,,,,,,,,,,,,,,,,,,,,,27/08/2024,13/08/2023
2667204,JOEL ADAMS MORTGAGES LIMITED,15567725,,,522 THE IRONWORKS,SCOTLAND STREET,SHEFFIELD,,UNITED KINGDOM,S3 7BD,Private Limited Company,Active,United Kingdom,,16/03/2024,31.0,3.0,16/12/2025,,NO ACCOUNTS FILED,13/04/2025,,0,0,0,0,64922 - Activities of mortgage finance companies,,,,0,0,http://business.data.gov.uk/id/company/15567725,,,,,,,,,,,,,,,,,,,,,29/03/2025,
2667207,JOEL AHERAN PROPERTY DEVELOPMENT LTD,14918329,,,29 TRENTON RISE,WOODHOUSE,SHEFFIELD,,ENGLAND,S13 7RZ,Private Limited Company,Active,United Kingdom,,06/06/2023,30.0,6.0,31/03/2026,30/06/2024,MICRO ENTITY,04/07/2024,,1,1,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/14918329,,,,,,,,,,,,,,,,,,,,,19/06/2025,05/06/2024
2667227,JOEL CANA LIMITED,12639260,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,UNITED KINGDOM,S11 9PA,Private Limited Company,Active,United Kingdom,,02/06/2020,30.0,6.0,31/03/2025,30/06/2023,MICRO ENTITY,30/06/2021,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/12639260,,,,,,,,,,,,,,,,,,,,,15/06/2025,01/06/2024
2667230,JOEL COLLINS LIMITED,07143144,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PA,Private Limited Company,Active,United Kingdom,,02/02/2010,31.0,5.0,28/02/2025,31/05/2023,MICRO ENTITY,02/03/2017,02/02/2016,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/07143144,,,,,,,,,,,,,,,,,,,,,18/02/2025,04/02/2024
2667339,JOEL SOLUTION CONSULTANCY LIMITED,15890559,,,10 COUPE ROAD,,SHEFFIELD,,ENGLAND,S3 9DP,Private Limited Company,Active,United Kingdom,,12/08/2024,31.0,8.0,12/05/2026,,NO ACCOUNTS FILED,09/09/2025,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/15890559,,,,,,,,,,,,,,,,,,,,,25/08/2025,
2667813,JOFUS MEDICAL LTD,15925026,,,13 MAWFA AVENUE,,SHEFFIELD,,ENGLAND,S14 1AJ,Private Limited Company,Active,United Kingdom,,29/08/2024,31.0,8.0,29/05/2026,,NO ACCOUNTS FILED,26/09/2025,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/15925026,,,,,,,,,,,,,,,,,,,,,11/09/2025,
2667944,JOGO LIMITED,06496375,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PA,Private Limited Company,Active,United Kingdom,,07/02/2008,31.0,3.0,31/12/2025,31/03/2024,MICRO ENTITY,07/03/2017,07/02/2016,0,0,0,0,90030 - Artistic creation,,,,0,0,http://business.data.gov.uk/id/company/06496375,08/05/2008,YAZOO FILM + TV EDITORS LIMITED,,,,,,,,,,,,,,,,,,,21/02/2025,07/02/2024
2667976,JOH HOLDINGS LIMITED,12925202,,,UNIT 4A,RUTLAND WAY,SHEFFIELD,,ENGLAND,S3 8DG,Private Limited Company,Active,United Kingdom,,03/10/2020,30.0,9.0,30/06/2025,30/09/2023,TOTAL EXEMPTION FULL,31/10/2021,,0,0,0,0,64304 - Activities of open-ended investment companies,,,,0,0,http://business.data.gov.uk/id/company/12925202,,,,,,,,,,,,,,,,,,,,,16/10/2025,02/10/2024
2668006,JOHAL BAINS PROPERTY INVESTMENTS LIMITED,11322109,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PA,Private Limited Company,Active,United Kingdom,,20/04/2018,31.0,3.0,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,18/05/2019,,5,5,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/11322109,,,,,,,,,,,,,,,,,,,,,03/05/2025,19/04/2024
2668153,JOHANN FURNITURE TRADE LTD,15362429,,,5 HILLCOTE CLOSE FULWOOD,,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S10 3PT,Private Limited Company,Active,United Kingdom,,19/12/2023,31.0,12.0,19/09/2025,,NO ACCOUNTS FILED,16/01/2025,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/15362429,,,,,,,,,,,,,,,,,,,,,01/01/2025,
2668448,JOHN ALLEN (YORKSHIRE) LIMITED,09086904,,,233 EDMUND ROAD,,SHEFFIELD,,ENGLAND,S2 4EL,Private Limited Company,Active,United Kingdom,,16/06/2014,30.0,6.0,31/03/2025,30/06/2023,MICRO ENTITY,14/07/2017,16/06/2016,0,0,0,0,43330 - Floor and wall covering,,,,0,0,http://business.data.gov.uk/id/company/09086904,,,,,,,,,,,,,,,,,,,,,30/06/2025,16/06/2024
2668517,JOHN ANTHONY ORGANISATION (NOTTINGHAM) LIMITED,01084287,,,93 QUEEN STREET,,SHEFFIELD,SOUTH YORKSHIRE,,S1 1WF,Private Limited Company,Liquidation,United Kingdom,,29/11/1972,30.0,9.0,30/06/2012,30/09/2010,TOTAL EXEMPTION SMALL,03/12/2012,05/11/2011,6,6,0,0,16230 - Manufacture of other builders' carpentry and joinery,43320 - Joinery installation,,,0,0,http://business.data.gov.uk/id/company/01084287,,,,,,,,,,,,,,,,,,,,,19/11/2016,
2668528,JOHN ARBON & LYN VALLEY TEXTILES LIMITED,10067750,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PA,Private Limited Company,Active,United Kingdom,,17/03/2016,31.0,3.0,31/12/2025,31/03/2024,MICRO ENTITY,14/04/2017,,0,0,0,0,47510 - Retail sale of textiles in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/10067750,12/07/2022,JOHN ARBON TEXTILES LIMITED,,,,,,,,,,,,,,,,,,,30/03/2025,16/03/2024
2668555,JOHN ASHLEY LTD,10801853,,,WARDS COURT,203 ECCLESALL ROAD,SHEFFIELD,,ENGLAND,S11 8HW,Private Limited Company,Active,United Kingdom,,05/06/2017,30.0,9.0,30/06/2025,30/09/2023,MICRO ENTITY,03/07/2018,,0,0,0,0,45112 - Sale of used cars and light motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/10801853,,,,,,,,,,,,,,,,,,,,,18/06/2025,04/06/2024
2668656,JOHN BARKER & DIXON LIMITED,00703057,,,LINCOLN WORKS,SMITHFIELD OFF ALLEN STREET,SHEFFIELD,,,S3 7AR,Private Limited Company,Active,United Kingdom,,12/09/1961,31.0,5.0,28/02/2025,31/05/2023,MICRO ENTITY,01/04/2017,04/03/2016,2,2,0,0,25710 - Manufacture of cutlery,,,,0,0,http://business.data.gov.uk/id/company/00703057,,,,,,,,,,,,,,,,,,,,,18/03/2025,04/03/2024
2668721,JOHN BEATTY PHOTOGRAPHY LIMITED,04760877,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,,S11 9PA,Private Limited Company,Active,United Kingdom,,12/05/2003,31.0,3.0,31/12/2024,31/03/2023,MICRO ENTITY,09/06/2017,12/05/2016,0,0,0,0,74201 - Portrait photographic activities,,,,0,0,http://business.data.gov.uk/id/company/04760877,,,,,,,,,,,,,,,,,,,,,26/05/2025,12/05/2024
2668734,"JOHN BEDFORD & SONS, LIMITED",03463972,,,JAMES NEILL HOLDINGS LIMITED,ATLAS WAY ATLAS NORTH,SHEFFIELD,SOUTH YORKSHIRE,,S4 7QQ,Private Limited Company,Active,United Kingdom,,11/11/1997,30.0,9.0,30/06/2025,30/09/2023,DORMANT,09/12/2016,11/11/2015,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/03463972,,,,,,,,,,,,,,,,,,,,,25/11/2025,11/11/2024
2668804,JOHN BIRCH LTD,08813969,,,42 MARTIN CLOSE,AUGHTON,SHEFFIELD,,,S26 3RJ,Private Limited Company,Active,United Kingdom,,13/12/2013,30.0,6.0,31/03/2025,31/12/2022,MICRO ENTITY,10/01/2017,13/12/2015,0,0,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08813969,,,,,,,,,,,,,,,,,,,,,05/12/2025,21/11/2024
2668863,JOHN BOOTH LEGAL LIMITED,14223430,,,34 HALLAMSHIRE ROAD,,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S10 4FP,Private Limited Company,Active,United Kingdom,,08/07/2022,31.0,7.0,30/04/2025,31/07/2023,MICRO ENTITY,05/08/2023,,0,0,0,0,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14223430,,,,,,,,,,,,,,,,,,,,,21/07/2025,07/07/2024
2668871,JOHN BOWER LIMITED,05592795,,,LAWRENCE WORKS SHEFFIELD ROAD,PENISTONE,SHEFFIELD,SOUTH YORKSHIRE,,S36 6HF,Private Limited Company,Active,United Kingdom,,14/10/2005,31.0,10.0,31/07/2025,31/10/2023,MICRO ENTITY,11/11/2016,14/10/2015,0,0,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/05592795,19/08/2022,J B AUTOS (PENISTONE) LIMITED,,,,,,,,,,,,,,,,,,,28/10/2025,14/10/2024
2669181,JOHN CARR & COMPANY (ELECTRICAL) LIMITED,00556768,,,70 HANDSWORTH CRESCENT,,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S9 4BR,Private Limited Company,Active,United Kingdom,,02/11/1955,31.0,7.0,30/04/2025,31/07/2023,TOTAL EXEMPTION FULL,19/10/2016,21/09/2015,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id/company/00556768,,,,,,,,,,,,,,,,,,,,,05/10/2025,21/09/2024
2669461,JOHN COULSON TRANSPORT LIMITED,09845497,,,FLAT 5 BRIERY BUSK FARM NINE ACRE LANE,STOCKSBRIDGE,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S36 2AS,Private Limited Company,Active,United Kingdom,,28/10/2015,31.0,10.0,31/07/2025,31/10/2023,MICRO ENTITY,25/11/2016,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/09845497,,,,,,,,,,,,,,,,,,,,,02/06/2025,19/05/2024
2669509,JOHN CRAWSHAW HOLDINGS LIMITED,15188638,,,518 MANCHESTER ROAD,STOCKSBRIDGE,SHEFFIELD,,UNITED KINGDOM,S36 2DW,Private Limited Company,Active,United Kingdom,,04/10/2023,31.0,10.0,04/07/2025,,NO ACCOUNTS FILED,01/11/2024,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/15188638,,,,,,,,,,,,,,,,,,,,,17/10/2025,03/10/2024
2669874,JOHN DUNNING CONSULTING LTD,13190629,,,2 ULLEY LANE,,SHEFFIELD,,ENGLAND,S26 3XU,Private Limited Company,Active,United Kingdom,,09/02/2021,28.0,2.0,30/11/2024,28/02/2023,MICRO ENTITY,09/03/2022,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/13190629,,,,,,,,,,,,,,,,,,,,,22/02/2025,08/02/2024
