set,date,month,day,hour,day_julian,temp,airpres,ws_10m,wd_10m,ws_24m,wd_24m,hum,value,density,date_unix,weekday
training,2023-08-04T00:00:00Z,8,4,0,216,16.299999999999997,1000.85,0.687,293.299805,1.575001,264.299805,75.65,15.985,12.125,1691107200,5
training,2023-08-04T00:00:00Z,8,4,17,216,19.75,1005.05,1.544001,242.800049,2.813,275.100098,55.5,17.935,141.375,1691107200,5
training,2023-08-04T00:00:00Z,8,4,18,216,18.6,1005.05,1.702999,301.399902,2.701,286.5,57.2,16.345,150.25,1691107200,5
training,2023-08-04T00:00:00Z,8,4,12,216,17.25,1005.4000000000001,0.953,316,1.42,292.799805,74.5,15.695,166.625,1691107200,5
training,2023-08-04T00:00:00Z,8,4,9,216,15.55,1005.2,2.404999,20.970001,3.047001,10.050003,77.35,15.735,114.375,1691107200,5
training,2023-08-04T00:00:00Z,8,4,19,216,17.2,1005.2,1.292999,264.100098,2.071999,274.899902,61.8,15.58,80.875,1691107200,5
training,2023-08-04T00:00:00Z,8,4,3,216,15.7,1001.9,0.831,282.899902,1.431,272.5,77.65,18.435000000000002,9.25,1691107200,5
training,2023-08-04T00:00:00Z,8,4,20,216,15.899999999999999,1005.05,1.372999,287.100098,1.899,273.200195,65.80000000000001,13.719999999999999,83.75,1691107200,5
training,2023-08-04T00:00:00Z,8,4,6,216,15.6,1003.65,0.862,289.200195,1.711,277.700195,77.19999999999999,15.770000000000001,106.625,1691107200,5
training,2023-08-04T00:00:00Z,8,4,5,216,15.6,1002.65,0.657,257,0.831,269.700195,77.65,14.025,55.25,1691107200,5
training,2023-08-04T00:00:00Z,8,4,23,216,14.3,1003.5,0.331,244.600098,0.926,233.5,71.69999999999999,16.35,42.25,1691107200,5
testing,2023-08-04T00:00:00Z,8,4,2,216,15.95,1002,0.589,272.399902,0.995,295,77.1,14.605,8.375,1691107200,5
testing,2023-08-04T00:00:00Z,8,4,7,216,15.950000000000001,1003.9,1.526001,266.700195,2.491001,275.399902,75.95,15.66,125.125,1691107200,5
testing,2023-08-04T00:00:00Z,8,4,8,216,16.200000000000003,1003.8,1.171,285,1.969999,270,74.75,12.625,130.125,1691107200,5
training,2023-08-05T00:00:00Z,8,5,5,217,12.55,997.55,0.247,213.100098,0.227,258.799805,79.65,13.27,32.25,1691193600,6
training,2023-08-05T00:00:00Z,8,5,23,217,12,1001.5,2.366001,313,3.702999,309,78.44999999999999,15.545,94.5,1691193600,6
training,2023-08-05T00:00:00Z,8,5,11,217,13,994.3,1.997,69.660034,3.27,69.329956,80.75,10.02,129.875,1691193600,6
training,2023-08-05T00:00:00Z,8,5,3,217,13.3,999.1500000000001,0.257,0,0.613,200.600098,75.9,10.61,6.875,1691193600,6
training,2023-08-05T00:00:00Z,8,5,9,217,12.3,995.2,1.344,94.400024,2.445,92.300049,81,15.635000000000002,108.875,1691193600,6
training,2023-08-05T00:00:00Z,8,5,16,217,15.2,995.45,0.731,41.369995,1.458,30.880005,74.9,9.370000000000001,109.625,1691193600,6
training,2023-08-05T00:00:00Z,8,5,21,217,12.649999999999999,1000.1500000000001,2.206001,331.399902,3.971001,323.899902,80.05000000000001,15.225000000000001,73.875,1691193600,6
training,2023-08-05T00:00:00Z,8,5,15,217,16,995.1,1.938999,42.840027,2.780998,34.929993,72.6,17.655,105.875,1691193600,6
training,2023-08-05T00:00:00Z,8,5,14,217,14.649999999999999,994.6,1.235001,341.600098,2.778,330.100098,78.5,13.985,133.125,1691193600,6
training,2023-08-05T00:00:00Z,8,5,7,217,12.5,996.3,0.53,111.800049,0.963,95.800049,80.8,17.295,62.875,1691193600,6
training,2023-08-05T00:00:00Z,8,5,20,217,12.7,999.45,1.669001,319.200195,2.929001,312.200195,80.85,10.535,86,1691193600,6
training,2023-08-05T00:00:00Z,8,5,8,217,12.65,995.1,1.287001,121.099976,1.952,106.099976,80.4,16.155,87,1691193600,6
training,2023-08-05T00:00:00Z,8,5,10,217,12.5,994.3,1.527,96,2.152,76.650024,81.65,13.975,118.125,1691193600,6
training,2023-08-05T00:00:00Z,8,5,19,217,12.899999999999999,998.8,3.060001,8.5,5.330002,348.5,80.15,16.71,99.625,1691193600,6
training,2023-08-05T00:00:00Z,8,5,13,217,14.05,994,1.750999,51.960022,2.944,51.650024,78.65,16.505000000000003,122.75,1691193600,6
training,2023-08-05T00:00:00Z,8,5,17,217,14.05,996.5,0.85,6.049004,1.596001,0.243,78.25,13.285,119.25,1691193600,6
training,2023-08-05T00:00:00Z,8,5,12,217,13.850000000000001,993.9000000000001,1.503,68.73999,2.165001,62.650024,79.25,15.89,122.375,1691193600,6
training,2023-08-05T00:00:00Z,8,5,1,217,14,1001.35,0.387,0,0.633,231,73,16.555,17.5,1691193600,6
training,2023-08-05T00:00:00Z,8,5,2,217,13.6,1000.4000000000001,0.278,116.900024,0.377,154.600098,74.55000000000001,14.125,16.125,1691193600,6
training,2023-08-05T00:00:00Z,8,5,6,217,12.4,996.65,0.295,85.900024,0.498,101.900024,80.6,15.055,44.75,1691193600,6
testing,2023-08-05T00:00:00Z,8,5,0,217,14.3,1002.7,0.738,232.899902,1.291,251.699951,72.35,16.445,23.125,1691193600,6
testing,2023-08-05T00:00:00Z,8,5,4,217,12.850000000000001,998.35,0.311,82.699951,0.283,144.5,77.65,15.200000000000001,9,1691193600,6
testing,2023-08-05T00:00:00Z,8,5,18,217,13.5,997.4,1.608999,339.299805,2.872002,325.899902,80.4,14.21,106,1691193600,6
training,2023-08-06T00:00:00Z,8,6,12,218,19.1,1004.6500000000001,1.865,322.200195,2.724998,309,54.8,14.465,124.625,1691280000,7
training,2023-08-06T00:00:00Z,8,6,9,218,15.95,1003.85,2.019001,340.399902,3.208,320.100098,65.85,16.52,108.75,1691280000,7
training,2023-08-06T00:00:00Z,8,6,2,218,10.899999999999999,1001.8499999999999,0.906,268.700195,1.659,273.700195,79.55000000000001,15.8,12.875,1691280000,7
training,2023-08-06T00:00:00Z,8,6,19,218,16.95,1006.2,1.927999,320.799805,3.155998,299,65.80000000000001,14.535,72.875,1691280000,7
training,2023-08-06T00:00:00Z,8,6,20,218,16.05,1006.45,1.243999,285.799805,2.367001,290.600098,68.95,15.99,62.25,1691280000,7
training,2023-08-06T00:00:00Z,8,6,16,218,17.75,1005.5,1.063,4.232002,1.931,341.5,60.2,15.915,100.125,1691280000,7
training,2023-08-06T00:00:00Z,8,6,5,218,11.8,1002.35,1.490999,299.899902,2.916,298,77.35,10.530000000000001,14.25,1691280000,7
training,2023-08-06T00:00:00Z,8,6,21,218,14.95,1006.95,0.369,266.100098,1.007,287.700195,71.7,15.09,47.25,1691280000,7
training,2023-08-06T00:00:00Z,8,6,1,218,11.45,1001.5,2.292999,304,2.948002,301.299805,78.4,11.305,45,1691280000,7
training,2023-08-06T00:00:00Z,8,6,13,218,19.2,1004.7,2.511002,344.799805,3.721001,332,55.7,17.990000000000002,138.625,1691280000,7
training,2023-08-06T00:00:00Z,8,6,17,218,18.05,1006,1.351,337.899902,2.735001,314.399902,60.85,20.19,78.5,1691280000,7
training,2023-08-06T00:00:00Z,8,6,3,218,10.95,1002.05,0.883,251.199951,1.853001,277,79.35,12.085,10,1691280000,7
training,2023-08-06T00:00:00Z,8,6,23,218,13.7,1006.8,0.743,252.5,1.718,265,75.4,11.715,25.875,1691280000,7
training,2023-08-06T00:00:00Z,8,6,11,218,18,1004.15,1.677,304.299805,3.036999,316.200195,58.35,17.25,144.75,1691280000,7
training,2023-08-06T00:00:00Z,8,6,8,218,14.65,1004,2.521,320,4.181999,320.100098,69.05000000000001,12.129999999999999,55.625,1691280000,7
training,2023-08-06T00:00:00Z,8,6,10,218,17.4,1004.4,2.062,4.973999,3.075001,351.100098,61.4,15.345,105.875,1691280000,7
training,2023-08-06T00:00:00Z,8,6,4,218,11.1,1002.3499999999999,1.653999,300.299805,2.125,292,78.35,11.8,121.75,1691280000,7
training,2023-08-06T00:00:00Z,8,6,0,218,11.850000000000001,1001.8,2.112,317.5,3.48,298.100098,77.80000000000001,10.065000000000001,35,1691280000,7
training,2023-08-06T00:00:00Z,8,6,14,218,18.7,1004.5,2.226002,16.230011,3.625999,358,57,15.420000000000002,117,1691280000,7
testing,2023-08-06T00:00:00Z,8,6,6,218,12.600000000000001,1003.45,1.639,321.5,2.552002,301.5,75.55000000000001,10.475000000000001,22.25,1691280000,7
testing,2023-08-06T00:00:00Z,8,6,7,218,13.75,1003.7,2.25,317.799805,3.255001,305,72.6,14.105,28.625,1691280000,7
testing,2023-08-06T00:00:00Z,8,6,15,218,17.700000000000003,1005.4,1.763,353.200195,3.013,343.899902,62.099999999999994,14.835,112.875,1691280000,7
testing,2023-08-06T00:00:00Z,8,6,18,218,17.65,1006.2,2.644001,316.100098,3.499001,299.100098,62.849999999999994,17.305,86.25,1691280000,7
training,2023-08-07T00:00:00Z,8,7,4,219,13.350000000000001,1006.05,0.718,249.399902,2.035999,266,77.85,12.370000000000001,31.25,1691366400,1
training,2023-08-07T00:00:00Z,8,7,12,219,19.75,1005.55,1.603001,268.899902,3.474998,260.299805,56.45,16.875,116.25,1691366400,1
training,2023-08-07T00:00:00Z,8,7,1,219,12.6,1006.35,0.544,233.899902,1.611,261.899902,77.6,13.195,10.125,1691366400,1
training,2023-08-07T00:00:00Z,8,7,15,219,19.8,1005.3499999999999,1.874001,268.200195,3.663002,261.600098,52.599999999999994,19.675,138.625,1691366400,1
training,2023-08-07T00:00:00Z,8,7,13,219,19.5,1005.6,1.907,280.5,3.174,269.299805,54.3,18.875,115,1691366400,1
training,2023-08-07T00:00:00Z,8,7,16,219,19.75,1005.2,1.857,281.299805,3.598999,286.899902,52.349999999999994,20.345,152.5,1691366400,1
training,2023-08-07T00:00:00Z,8,7,23,219,14.25,1003,0.881,21.279999,1.221001,357.100098,70.9,12.64,18.75,1691366400,1
training,2023-08-07T00:00:00Z,8,7,6,219,14.649999999999999,1006.5,0.701,271.5,1.316999,252.899902,74.4,14.26,136.375,1691366400,1
training,2023-08-07T00:00:00Z,8,7,19,219,17.5,1004.05,1.636999,250.800049,2.772999,249.600098,56.8,14.595,76.5,1691366400,1
training,2023-08-07T00:00:00Z,8,7,2,219,12,1006.05,0.921,232.199951,1.563,266.899902,79.1,15.58,5.125,1691366400,1
training,2023-08-07T00:00:00Z,8,7,0,219,13.4,1006.25,0.349,246.800049,1.215,268.899902,75.80000000000001,14.68,10.375,1691366400,1
training,2023-08-07T00:00:00Z,8,7,18,219,18.85,1004.65,1.933001,250.100098,2.668999,254.399902,54.2,19.35,98.375,1691366400,1
training,2023-08-07T00:00:00Z,8,7,3,219,12.600000000000001,1005.95,0.957,235.399902,1.861,251.899902,79.15,15.17,10,1691366400,1
training,2023-08-07T00:00:00Z,8,7,17,219,19.299999999999997,1005.05,1.857,260.700195,3.043999,263.600098,53.55,17.42,111.75,1691366400,1
training,2023-08-07T00:00:00Z,8,7,7,219,16.65,1006.5,1.195999,266.200195,2.127998,265.200195,68.9,15.535,135.625,1691366400,1
training,2023-08-07T00:00:00Z,8,7,9,219,18.25,1006.55,1.521,254,3.018002,266.600098,61.4,20.505,110.5,1691366400,1
training,2023-08-07T00:00:00Z,8,7,10,219,18.6,1005.7,1.846001,293.399902,3.064999,295.100098,59.5,16.384999999999998,106.375,1691366400,1
testing,2023-08-07T00:00:00Z,8,7,5,219,13.350000000000001,1005.9,0.804,262.600098,1.726999,259.299805,76.7,14.34,41.875,1691366400,1
testing,2023-08-07T00:00:00Z,8,7,8,219,17.6,1006.5,1.767,283.100098,2.792999,269.5,64.8,16.725,122.75,1691366400,1
testing,2023-08-07T00:00:00Z,8,7,11,219,19.299999999999997,1005.5,2.077999,273.299805,3.665001,260.100098,56.1,20.84,110.375,1691366400,1
testing,2023-08-07T00:00:00Z,8,7,14,219,19.55,1005.6500000000001,2.120998,293.100098,3.959999,276.299805,53.75,19.189999999999998,112.25,1691366400,1
testing,2023-08-07T00:00:00Z,8,7,20,219,15.4,1004.4,0.771,243.800049,1.98,262.799805,62.400000000000006,13.98,78.75,1691366400,1
testing,2023-08-07T00:00:00Z,8,7,21,219,14.25,1003.5999999999999,0.671,244.100098,1.431,263.100098,67.44999999999999,14.53,52.375,1691366400,1
training,2023-08-08T00:00:00Z,8,8,18,220,19.700000000000003,1000.45,2.334999,319.600098,4.296997,311.399902,49.6,14.93,177.125,1691452800,2
training,2023-08-08T00:00:00Z,8,8,21,220,14.8,1001.25,1.047001,273,2.202999,264,65.4,11.645,56.875,1691452800,2
training,2023-08-08T00:00:00Z,8,8,19,220,17.85,1000.9,1.532,296.899902,2.827,283.799805,54.3,15.74,80.25,1691452800,2
training,2023-08-08T00:00:00Z,8,8,14,220,21.55,999.75,1.781,246.5,3.047001,258.600098,55,19.509999999999998,103.75,1691452800,2
training,2023-08-08T00:00:00Z,8,8,12,220,20.8,1000.5999999999999,3.320999,223.399902,4.621002,227.600098,59.55,19.755000000000003,112.625,1691452800,2
training,2023-08-08T00:00:00Z,8,8,3,220,13.4,1001.9,1.085001,276.5,2.202,264.100098,73.05,13.05,5.75,1691452800,2
training,2023-08-08T00:00:00Z,8,8,16,220,22,999.55,2.019001,251.199951,3.542,256.100098,49.2,20.43,212.625,1691452800,2
training,2023-08-08T00:00:00Z,8,8,5,220,13.4,1001.7,1.083,260.600098,2.290001,264.600098,74.65,14.754999999999999,52.625,1691452800,2
training,2023-08-08T00:00:00Z,8,8,17,220,21.3,999.9,1.597,286.5,2.519001,281.700195,48.349999999999994,17.985,165.25,1691452800,2
training,2023-08-08T00:00:00Z,8,8,23,220,13.9,1001.7,1.155001,239.199951,2.280998,267.299805,71.19999999999999,15.54,25.25,1691452800,2
training,2023-08-08T00:00:00Z,8,8,11,220,19.5,1000.65,1.975,279.600098,3.192001,272.5,61.599999999999994,17.385,113.41666666666667,1691452800,2
training,2023-08-08T00:00:00Z,8,8,9,220,18.05,1001.25,1.066,262.200195,2.002998,268.200195,65.75,20.53,143.625,1691452800,2
training,2023-08-08T00:00:00Z,8,8,7,220,16.35,1001.3499999999999,0.751,252.100098,2.087002,266.700195,71.55,17.740000000000002,153.625,1691452800,2
training,2023-08-08T00:00:00Z,8,8,2,220,13.4,1002.25,1.677,269.399902,2.842999,275.799805,72.30000000000001,13.440000000000001,6.125,1691452800,2
training,2023-08-08T00:00:00Z,8,8,0,220,13.9,1002.6500000000001,1.503,300.200195,2.667999,286.399902,70.6,12.995,11.375,1691452800,2
training,2023-08-08T00:00:00Z,8,8,1,220,13.4,1002.6,1.497,260.600098,3.347,259.200195,71.75,13.66,3.5,1691452800,2
training,2023-08-08T00:00:00Z,8,8,4,220,13.1,1002.2,0.919,260.899902,1.579,276.5,73.75,14.080000000000002,20.75,1691452800,2
testing,2023-08-08T00:00:00Z,8,8,6,220,14.55,1001.85,0.955,249.300049,2.514999,257.200195,74.5,15.365,108,1691452800,2
testing,2023-08-08T00:00:00Z,8,8,8,220,17.65,1001.5,1.257,259.5,2.32,251.100098,68.3,21.25,123.875,1691452800,2
testing,2023-08-08T00:00:00Z,8,8,10,220,18.75,1001,1.937,266.700195,2.140999,267.100098,62.6,16.725,135.875,1691452800,2
testing,2023-08-08T00:00:00Z,8,8,13,220,21.45,1000.3,1.357,262.5,2.305,257.200195,57.650000000000006,20.64,120,1691452800,2
testing,2023-08-08T00:00:00Z,8,8,15,220,22.1,999.95,1.826,262.899902,2.833,259.600098,52.1,19.755000000000003,134.875,1691452800,2
testing,2023-08-08T00:00:00Z,8,8,20,220,16.25,1000.7,1.768,297.100098,2.639,287.299805,59.95,14.100000000000001,78.375,1691452800,2
training,2023-08-09T00:00:00Z,8,9,8,221,19.15,1004.15,1.834,251.5,2.841999,257.700195,64.8,19.165,118.75,1691539200,3
training,2023-08-09T00:00:00Z,8,9,9,221,20.4,1004.35,2.284,314.600098,4.336998,299.5,62.45,19.125,173.75,1691539200,3
training,2023-08-09T00:00:00Z,8,9,15,221,24.15,1005.45,1.711,240.300049,2.528,249.699951,56.150000000000006,23.85,176.25,1691539200,3
training,2023-08-09T00:00:00Z,8,9,23,221,18.45,1006.95,0.713,260.899902,1.728001,251.5,73.9,22.75,27.125,1691539200,3
training,2023-08-09T00:00:00Z,8,9,0,221,13.9,1002.05,1.179001,239.800049,2.540001,248.800049,72.45,15.61,7.75,1691539200,3
training,2023-08-09T00:00:00Z,8,9,7,221,16.95,1003.45,1.438,257.600098,2.223,265.600098,69.05,18.785,139.125,1691539200,3
training,2023-08-09T00:00:00Z,8,9,16,221,23.95,1004.95,1.198999,285.399902,2.435001,270.5,57.85,22.275000000000002,130.75,1691539200,3
training,2023-08-09T00:00:00Z,8,9,4,221,13.75,1002.5,0.847,238.600098,1.566999,240.800049,74.1,7.765,20.75,1691539200,3
training,2023-08-09T00:00:00Z,8,9,5,221,13.8,1002.6,1.305,252.399902,2.429001,263.399902,75,11.2,48.5,1691539200,3
training,2023-08-09T00:00:00Z,8,9,12,221,22.25,1005.7,1.466,292,2.244999,293,56,17.455000000000002,115.625,1691539200,3
training,2023-08-09T00:00:00Z,8,9,19,221,23.15,1005.75,1.320999,246.5,2.199001,240,61.65,21.665,111.375,1691539200,3
training,2023-08-09T00:00:00Z,8,9,13,221,22.8,1005.25,1.611,281.299805,2.280998,275.5,56.45,21.275,128.5,1691539200,3
training,2023-08-09T00:00:00Z,8,9,2,221,13.05,1002.3,0.845,243.600098,1.960001,250.199951,74.5,12.08,6.625,1691539200,3
training,2023-08-09T00:00:00Z,8,9,17,221,24.299999999999997,1005.5999999999999,1.104,290.200195,1.753,263.899902,58.1,20.55,122.5,1691539200,3
training,2023-08-09T00:00:00Z,8,9,21,221,20.6,1006.6,0.569,190.199951,0.819,209.199951,69.55000000000001,24.49,65.25,1691539200,3
training,2023-08-09T00:00:00Z,8,9,6,221,14.649999999999999,1003.2,0.708,327.399902,1.346001,326.399902,72.94999999999999,15.695,148.625,1691539200,3
training,2023-08-09T00:00:00Z,8,9,14,221,23.85,1004.95,1.517,251.199951,2.620998,246.899902,55.45,24.675,151.125,1691539200,3
testing,2023-08-09T00:00:00Z,8,9,1,221,13.6,1002.05,0.725,174.800049,1.371,255.600098,73.44999999999999,14.975000000000001,11.375,1691539200,3
testing,2023-08-09T00:00:00Z,8,9,3,221,12.75,1002.95,0.483,232.800049,1.358,240.800049,75.2,12.335,5.375,1691539200,3
testing,2023-08-09T00:00:00Z,8,9,10,221,21.15,1005.35,1.257,282.799805,2.143002,276.100098,59.599999999999994,19.29,107.25,1691539200,3
testing,2023-08-09T00:00:00Z,8,9,11,221,21.35,1005.6,1.921,291.700195,2.550999,275.100098,58.4,19.96,108.625,1691539200,3
testing,2023-08-09T00:00:00Z,8,9,18,221,23.65,1005.45,1.283001,254,2.516998,260.700195,59.8,20.315,113,1691539200,3
testing,2023-08-09T00:00:00Z,8,9,20,221,21.6,1006.15,0.506,0,0.552,201.899902,66.4,21.645000000000003,75.5,1691539200,3
training,2023-08-10T00:00:00Z,8,10,19,222,26.6,1002.55,1.371,194.899902,2.374001,178.899902,57.400000000000006,29.950000000000003,89.625,1691625600,4
training,2023-08-10T00:00:00Z,8,10,15,222,29.65,1004,3.414001,166.100098,4.653,152,49.2,28.425,160.75,1691625600,4
training,2023-08-10T00:00:00Z,8,10,3,222,16,1006.35,0.701,213.699951,1.02,231.800049,79.35,12.735,6.875,1691625600,4
training,2023-08-10T00:00:00Z,8,10,11,222,27.450000000000003,1005.15,2.380001,188.399902,3.452999,171.800049,57.349999999999994,22.035,131.5,1691625600,4
training,2023-08-10T00:00:00Z,8,10,17,222,29.299999999999997,1003.45,2.403,205.399902,3.922001,182.899902,48.2,27.665,166.5,1691625600,4
training,2023-08-10T00:00:00Z,8,10,6,222,17.45,1006.4000000000001,0.401,222.300049,0.471,229.800049,79.45,17.04,115.5,1691625600,4
training,2023-08-10T00:00:00Z,8,10,8,222,24.25,1006.2,1.827999,220.5,2.266998,203.100098,68.1,24.32,135.25,1691625600,4
training,2023-08-10T00:00:00Z,8,10,14,222,28.9,1003.9000000000001,2.633999,176.600098,4.039001,158.800049,52.599999999999994,27.700000000000003,133.75,1691625600,4
training,2023-08-10T00:00:00Z,8,10,12,222,27.85,1004.45,2.319,198.699951,3.516998,184.399902,55.7,28.47,127.5,1691625600,4
training,2023-08-10T00:00:00Z,8,10,13,222,28.15,1004.3499999999999,2.105,184.5,3.424999,168,54.25,25.785,112,1691625600,4
training,2023-08-10T00:00:00Z,8,10,2,222,16.4,1006.45,0.33,269.700195,0.733,265.799805,78.19999999999999,13.504999999999999,3,1691625600,4
training,2023-08-10T00:00:00Z,8,10,18,222,28.2,1003.1,2.103001,186.399902,3.744999,168.199951,52.25,30.12,111.625,1691625600,4
training,2023-08-10T00:00:00Z,8,10,9,222,25.6,1005.55,2.559002,191.5,3.856998,180.399902,61.5,24.060000000000002,127,1691625600,4
training,2023-08-10T00:00:00Z,8,10,16,222,29.85,1003.65,2.288002,172.399902,3.663002,166.300049,47.75,27,167,1691625600,4
training,2023-08-10T00:00:00Z,8,10,10,222,27,1005.1,2.227001,185.300049,3.335999,171.399902,58.55,23.04,112.625,1691625600,4
training,2023-08-10T00:00:00Z,8,10,23,222,21.9,1002.4000000000001,2.581001,206.199951,3.312,181.600098,71.7,17.635,22.5,1691625600,4
training,2023-08-10T00:00:00Z,8,10,21,222,23.450000000000003,1002.8,1.766001,204.199951,2.612999,182.399902,67.1,20.805,127.5,1691625600,4
training,2023-08-10T00:00:00Z,8,10,1,222,17.200000000000003,1006.55,0.917,228.800049,1.394001,239.5,77.1,12.84,8.375,1691625600,4
training,2023-08-10T00:00:00Z,8,10,5,222,15.649999999999999,1006.4,0.249,0,0.275,25.899994,80.5,13.41,48.5,1691625600,4
training,2023-08-10T00:00:00Z,8,10,0,222,17.549999999999997,1006.65,1.098,225.699951,1.738001,236.199951,75.9,17.585,13.375,1691625600,4
testing,2023-08-10T00:00:00Z,8,10,4,222,15.8,1006.3,0.462,257.100098,0.581,281.799805,79.85,15.28,18.375,1691625600,4
testing,2023-08-10T00:00:00Z,8,10,7,222,21.65,1006.45,0.507,47.950012,0.703,41.530029,73.6,22.509999999999998,142.375,1691625600,4
testing,2023-08-10T00:00:00Z,8,10,20,222,24.950000000000003,1003.3,1.052999,171.100098,2.145,164.100098,62.5,27.509999999999998,69.5,1691625600,4
training,2023-08-11T00:00:00Z,8,11,7,223,21.049999999999997,1002.7,2.446999,232.399902,2.868,236.300049,68.55000000000001,19.35,117.5,1691712000,5
training,2023-08-11T00:00:00Z,8,11,2,223,20,1001.95,3.323002,212.800049,4.203003,198.600098,73.9,14.095,6.25,1691712000,5
training,2023-08-11T00:00:00Z,8,11,1,223,20.6,1002.5,2.493,213.800049,2.73,194.699951,72.6,18.275,6.25,1691712000,5
training,2023-08-11T00:00:00Z,8,11,23,223,16.950000000000003,1000.25,1.457001,212.300049,1.965,206.300049,68.45,15.205000000000002,46.75,1691712000,5
training,2023-08-11T00:00:00Z,8,11,5,223,19.5,1001.25,3.341999,219.899902,4.209999,217.100098,76.3,12.79,42.5,1691712000,5
training,2023-08-11T00:00:00Z,8,11,17,223,24.85,1001.25,5.489998,211.899902,6.903999,208,44.75,25.475,119.625,1691712000,5
training,2023-08-11T00:00:00Z,8,11,10,223,22.7,1002.8,2.883999,236.100098,5.051003,233.300049,55.7,15.795,99.125,1691712000,5
training,2023-08-11T00:00:00Z,8,11,13,223,24.6,1002.2,3.358002,221.100098,4.217003,200.199951,50.85,17.130000000000003,120.625,1691712000,5
training,2023-08-11T00:00:00Z,8,11,12,223,23.9,1002.7,3.894001,222.199951,5.969002,212.899902,52.85,20.490000000000002,126.5,1691712000,5
training,2023-08-11T00:00:00Z,8,11,19,223,22.5,1001.05,2.527,233.199951,4.373001,227.699951,52.1,20.085,123.25,1691712000,5
training,2023-08-11T00:00:00Z,8,11,15,223,26,1001.55,3.671001,227.800049,5.211998,213.699951,45.1,21.48,151.875,1691712000,5
training,2023-08-11T00:00:00Z,8,11,3,223,19.65,1001.35,4.231003,221.800049,5.249001,212.800049,75.35,14.504999999999999,6.25,1691712000,5
training,2023-08-11T00:00:00Z,8,11,20,223,20.6,1001.6,1.795,211.600098,2.429001,203.699951,57.8,18.37,86.75,1691712000,5
training,2023-08-11T00:00:00Z,8,11,11,223,23,1002.3499999999999,2.987999,224.399902,3.727001,220.5,54.5,18.285,126.375,1691712000,5
training,2023-08-11T00:00:00Z,8,11,8,223,21.95,1002.25,2.606998,222.899902,3.559002,226.899902,61.7,23.055,104.875,1691712000,5
training,2023-08-11T00:00:00Z,8,11,21,223,19.1,1001.2,1.659,228.800049,2.696999,222.800049,62.5,17.005000000000003,77.125,1691712000,5
training,2023-08-11T00:00:00Z,8,11,14,223,25.6,1001.5,3.092999,220,4.736,213.199951,49.3,21.715,165.875,1691712000,5
training,2023-08-11T00:00:00Z,8,11,16,223,25.450000000000003,1000.95,3.965,221.899902,5.380997,226.399902,47.45,21.240000000000002,142.25,1691712000,5
training,2023-08-11T00:00:00Z,8,11,4,223,19.4,1001,2.126999,219.600098,2.904999,200.300049,76.35,14.29,18.75,1691712000,5
training,2023-08-11T00:00:00Z,8,11,0,223,21.35,1002.7,3.188999,208,4.462997,199.800049,71.5,17.025,13.75,1691712000,5
training,2023-08-11T00:00:00Z,8,11,6,223,20,1002.15,2.740002,209.600098,3.824001,205.199951,73.75,16.655,105,1691712000,5
testing,2023-08-11T00:00:00Z,8,11,9,223,22.35,1002.8,3.075001,240.399902,5.166,238,57.95,19.745,106.625,1691712000,5
testing,2023-08-11T00:00:00Z,8,11,18,223,24.1,1001.2,2.827,225.699951,3.331001,224.100098,47.45,21.880000000000003,114.375,1691712000,5
training,2023-08-12T00:00:00Z,8,12,1,224,16.1,1000.1500000000001,1.403,204.699951,2.389,193.5,71.69999999999999,12.335,20.375,1691798400,6
training,2023-08-12T00:00:00Z,8,12,21,224,18,997.95,2.853001,218.699951,3.951,213.800049,69.4,14.575000000000001,74.875,1691798400,6
training,2023-08-12T00:00:00Z,8,12,20,224,18.95,998.05,2.664001,224.600098,3.326,229,65.6,12.350000000000001,89.25,1691798400,6
training,2023-08-12T00:00:00Z,8,12,15,224,22.25,996.65,4.466003,237.699951,5.791,222.100098,64.5,14.774999999999999,125,1691798400,6
training,2023-08-12T00:00:00Z,8,12,11,224,21,996.55,4.889,207.199951,6.953003,203.100098,67.1,19.745,123.5,1691798400,6
training,2023-08-12T00:00:00Z,8,12,23,224,16.75,998,2.43,224,3.449001,220.300049,74.65,10.879999999999999,45,1691798400,6
training,2023-08-12T00:00:00Z,8,12,5,224,15.7,997.65,1.131001,0,1.688,180.300049,76.1,16.365000000000002,22.125,1691798400,6
training,2023-08-12T00:00:00Z,8,12,4,224,15.75,998.3,2.073002,201.800049,3.222,190.600098,74.45,10.825,8.125,1691798400,6
training,2023-08-12T00:00:00Z,8,12,13,224,21,996.5,4.383003,216.899902,6.095001,207.300049,69.45,15.805,113.5,1691798400,6
training,2023-08-12T00:00:00Z,8,12,17,224,20.4,996.7,4.047997,227.399902,5.973999,227,66.5,12.91,117.66666666666667,1691798400,6
training,2023-08-12T00:00:00Z,8,12,12,224,21.15,996.85,5.403,224.199951,7.612,204.699951,68.3,18.005000000000003,123.25,1691798400,6
training,2023-08-12T00:00:00Z,8,12,6,224,16.55,997.9,3.512001,204.800049,4.326004,200,75.65,14.754999999999999,32.75,1691798400,6
training,2023-08-12T00:00:00Z,8,12,7,224,16.85,997.9,4.097,217.199951,5.313004,199.5,75.35,14.32,59.5,1691798400,6
training,2023-08-12T00:00:00Z,8,12,16,224,20.950000000000003,996.65,4.723,218.300049,5.389,218,66.8,14.07,179.79166666666666,1691798400,6
